Lon   Lat   clay silt sand orgC CN pH cellfraction 
102.25 34.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
99.25 38.75 0.270 0.300 0.430 0.014 11.000 7.600 0.443 
-59.75 -16.25 0.180 0.260 0.560 0.008 10.000 5.700 0.324 
28.75 -16.25 0.270 0.240 0.490 0.008 10.000 6.400 0.445 
148.75 61.75 0.270 0.300 0.430 0.014 11.000 7.600 0.382 
27.75 14.25 0.230 0.280 0.490 0.007 10.000 8.000 0.499 
9.75 19.25 0.170 0.270 0.560 0.004 9.000 8.000 0.500 
-47.75 -18.75 0.540 0.200 0.260 0.014 13.000 4.900 0.643 
60.25 27.25 0.190 0.260 0.550 0.007 10.000 7.900 0.355 
-114.75 69.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
17.75 -19.25 0.530 0.240 0.230 0.012 12.000 6.800 0.392 
26.25 -32.25 0.280 0.310 0.410 0.006 11.000 7.800 0.336 
63.25 53.75 0.310 0.430 0.260 0.019 10.000 7.800 0.473 
34.25 17.25 0.230 0.280 0.490 0.007 10.000 8.000 0.500 
117.75 -29.75 0.180 0.200 0.620 0.004 12.000 7.900 0.374 
-75.25 0.75 0.350 0.110 0.540 0.010 13.000 4.500 0.294 
32.75 -3.75 0.530 0.240 0.230 0.012 12.000 6.800 0.487 
104.25 22.25 0.220 0.190 0.590 0.008 11.000 5.100 0.660 
78.25 64.75 0.190 0.520 0.290 0.015 11.000 5.300 0.383 
36.25 6.25 0.240 0.310 0.450 0.010 11.000 6.600 0.318 
21.75 52.25 0.190 0.520 0.290 0.015 11.000 5.300 0.386 
-62.25 -0.25 0.250 0.240 0.510 0.009 11.000 4.800 0.420 
-45.25 -10.75 0.390 0.170 0.440 0.013 12.000 4.900 0.555 
92.25 34.25 0.410 0.330 0.260 0.307 21.000 4.400 0.863 
117.25 -34.25 0.170 0.220 0.610 0.005 12.000 6.200 0.485 
84.25 23.25 0.270 0.240 0.490 0.008 10.000 6.400 0.392 
-126.25 50.75 0.060 0.200 0.740 0.030 17.000 4.500 0.701 
116.75 3.25 0.220 0.190 0.590 0.008 11.000 5.100 0.524 
14.75 8.75 0.190 0.160 0.650 0.007 12.000 6.200 0.418 
-18.75 63.75 0.270 0.300 0.430 0.014 11.000 7.600 0.446 
53.75 32.75 0.270 0.330 0.400 0.005 10.000 8.200 0.379 
-5.75 14.25 0.190 0.160 0.650 0.007 12.000 6.200 0.536 
73.25 56.75 0.280 0.480 0.240 0.022 11.000 7.000 0.537 
-50.75 -1.25 0.320 0.300 0.380 0.014 11.000 4.900 0.297 
-121.25 67.25 0.080 0.370 0.550 0.020 11.000 5.900 0.601 
91.25 61.25 0.140 0.480 0.380 0.018 12.000 5.000 0.600 
16.25 -8.75 0.060 0.050 0.890 0.004 13.000 5.600 0.380 
49.25 49.25 0.230 0.400 0.370 0.013 9.000 7.200 0.659 
84.25 50.75 0.270 0.300 0.430 0.014 11.000 7.600 0.376 
97.25 18.25 0.220 0.190 0.590 0.008 11.000 5.100 0.700 
-40.75 -20.75 0.390 0.170 0.440 0.013 12.000 4.900 0.326 
58.25 68.25 0.210 0.610 0.180 0.353 17.000 4.800 0.590 
166.75 -21.75 0.482 0.213 0.305 0.013 12.526 5.213 0.468 
108.25 76.25 0.200 0.480 0.320 0.031 17.000 6.300 0.528 
15.75 28.25 0.180 0.280 0.540 0.004 14.000 8.100 0.386 
82.25 66.75 0.220 0.270 0.510 0.011 10.000 5.000 0.344 
-21.75 64.25 0.270 0.300 0.430 0.014 11.000 7.600 0.694 
-105.25 29.75 0.130 0.190 0.680 0.006 11.000 6.500 0.325 
46.25 14.75 0.180 0.280 0.540 0.004 14.000 8.100 0.431 
94.75 29.25 0.270 0.300 0.430 0.014 11.000 7.600 0.392 
75.25 55.75 0.300 0.370 0.330 0.018 11.000 7.000 0.472 
-8.25 22.75 0.060 0.060 0.880 0.002 12.000 5.900 0.501 
-84.25 68.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
6.25 21.25 0.270 0.300 0.430 0.014 11.000 7.600 0.699 
-79.25 0.75 0.370 0.240 0.390 0.010 10.000 5.490 0.555 
47.25 -20.75 0.390 0.170 0.440 0.013 12.000 4.900 0.508 
-53.25 -16.75 0.060 0.050 0.890 0.004 13.000 5.600 0.584 
-101.25 36.25 0.230 0.400 0.370 0.013 9.000 7.200 0.600 
151.75 -24.75 0.170 0.220 0.610 0.005 12.000 6.200 0.443 
-57.75 6.75 0.242 0.305 0.452 0.033 11.286 6.642 0.457 
-7.75 19.75 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
87.25 34.25 0.270 0.300 0.430 0.014 11.000 7.600 0.536 
48.75 38.25 0.270 0.300 0.430 0.014 11.000 7.600 0.310 
13.25 -13.25 0.230 0.280 0.490 0.007 10.000 8.000 0.654 
20.75 -5.25 0.060 0.050 0.890 0.004 13.000 5.600 0.388 
19.25 -22.75 0.050 0.060 0.890 0.004 11.000 6.400 0.364 
61.25 43.75 0.270 0.330 0.400 0.005 10.000 8.200 0.500 
49.25 58.25 0.100 0.400 0.500 0.011 11.000 5.500 0.903 
130.25 -0.25 0.233 0.255 0.512 0.014 10.920 6.204 0.377 
27.25 0.75 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
25.75 -6.75 0.370 0.240 0.390 0.010 10.000 5.490 0.330 
26.25 41.25 0.270 0.240 0.490 0.008 10.000 6.400 0.517 
-103.25 28.25 0.170 0.270 0.560 0.004 9.000 8.000 0.462 
90.25 52.25 0.270 0.300 0.430 0.014 11.000 7.600 0.424 
-95.25 52.75 0.270 0.300 0.430 0.014 11.000 7.600 0.491 
125.75 -23.75 0.060 0.050 0.890 0.004 13.000 5.600 0.499 
22.25 19.25 0.170 0.270 0.560 0.004 9.000 8.000 0.533 
49.25 59.75 0.140 0.480 0.380 0.018 12.000 5.000 0.439 
54.25 71.75 0.080 0.370 0.550 0.020 11.000 5.900 0.428 
85.75 57.75 0.230 0.320 0.450 0.009 11.000 7.000 0.392 
-102.75 47.25 0.230 0.400 0.370 0.013 9.000 7.200 0.626 
-141.25 64.25 0.320 0.300 0.380 0.014 11.000 4.900 0.500 
-156.75 68.25 0.210 0.420 0.370 0.017 14.000 5.100 0.320 
34.75 67.25 0.060 0.200 0.740 0.030 17.000 4.500 0.500 
34.25 41.25 0.240 0.310 0.450 0.010 11.000 6.600 0.500 
-68.75 -45.25 0.270 0.300 0.430 0.014 11.000 7.600 0.466 
38.75 -10.75 0.220 0.190 0.590 0.008 11.000 5.100 0.404 
44.25 30.75 0.180 0.280 0.540 0.004 14.000 8.100 0.600 
-11.75 22.25 0.060 0.060 0.880 0.002 12.000 5.900 0.848 
32.75 36.25 0.270 0.300 0.430 0.014 11.000 7.600 0.395 
-62.25 -32.25 0.310 0.360 0.330 0.018 11.000 6.200 0.917 
156.25 54.75 0.410 0.330 0.260 0.307 21.000 4.400 0.600 
-63.75 -10.75 0.060 0.050 0.890 0.004 13.000 5.600 0.448 
124.25 49.75 0.270 0.300 0.430 0.014 11.000 7.600 0.318 
64.25 47.25 0.060 0.060 0.880 0.002 12.000 5.900 0.354 
-72.75 65.75 0.080 0.370 0.550 0.020 11.000 5.900 0.700 
-0.75 20.75 0.060 0.060 0.880 0.002 12.000 5.900 0.548 
58.25 26.25 0.190 0.260 0.550 0.007 10.000 7.900 0.456 
79.75 58.25 0.350 0.360 0.290 0.041 14.000 5.100 0.418 
128.25 66.25 0.270 0.300 0.430 0.014 11.000 7.600 0.343 
8.25 24.25 0.170 0.270 0.560 0.004 9.000 8.000 0.745 
37.25 52.75 0.300 0.370 0.330 0.018 11.000 7.000 0.700 
133.75 60.25 0.210 0.420 0.370 0.017 14.000 5.100 0.899 
147.75 63.25 0.270 0.300 0.430 0.014 11.000 7.600 0.403 
50.75 23.25 0.180 0.280 0.540 0.004 14.000 8.100 0.619 
135.75 -31.25 0.280 0.310 0.410 0.006 11.000 7.800 0.666 
36.75 34.75 0.280 0.310 0.410 0.006 11.000 7.800 0.587 
36.75 -1.75 0.530 0.240 0.230 0.012 12.000 6.800 0.393 
115.75 -31.25 0.170 0.240 0.590 0.010 13.000 5.200 0.314 
-52.25 -14.75 0.250 0.240 0.510 0.009 11.000 4.800 0.307 
-12.75 23.25 0.270 0.300 0.430 0.014 11.000 7.600 0.445 
35.75 59.25 0.100 0.400 0.500 0.011 11.000 5.500 0.468 
92.25 55.25 0.270 0.300 0.430 0.014 11.000 7.600 0.419 
103.25 64.75 0.270 0.300 0.430 0.014 11.000 7.600 0.275 
135.25 -16.25 0.270 0.300 0.430 0.014 11.000 7.600 0.407 
-104.75 43.25 0.180 0.120 0.700 0.004 11.000 7.300 0.600 
23.25 25.75 0.180 0.280 0.540 0.004 14.000 8.100 0.337 
-75.75 9.75 0.214 0.223 0.563 0.009 11.132 6.106 0.428 
-70.25 78.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
-87.75 66.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
42.75 4.75 0.170 0.270 0.560 0.004 9.000 8.000 0.422 
-69.75 -41.75 0.180 0.200 0.620 0.004 12.000 7.900 0.500 
33.75 14.75 0.540 0.290 0.170 0.008 11.000 7.900 0.478 
77.25 43.25 0.270 0.300 0.430 0.014 11.000 7.600 0.480 
63.75 68.75 0.080 0.370 0.550 0.020 11.000 5.900 0.553 
47.75 14.25 0.180 0.280 0.540 0.004 14.000 8.100 0.423 
139.75 69.25 0.270 0.300 0.430 0.014 11.000 7.600 0.378 
-12.75 27.25 0.060 0.060 0.880 0.002 12.000 5.900 0.281 
-76.75 -0.25 0.350 0.110 0.540 0.010 13.000 4.500 0.425 
13.25 -20.25 0.220 0.410 0.370 0.005 9.000 7.900 0.700 
-112.75 46.25 0.230 0.400 0.370 0.013 9.000 7.200 0.486 
53.25 53.75 0.280 0.480 0.240 0.022 11.000 7.000 0.524 
66.75 56.75 0.280 0.480 0.240 0.022 11.000 7.000 0.573 
11.75 54.75 0.200 0.220 0.580 0.008 11.000 6.200 0.556 
-8.25 29.75 0.270 0.240 0.490 0.008 10.000 6.400 0.365 
-100.25 64.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
74.75 33.25 0.240 0.310 0.450 0.010 11.000 6.600 0.538 
130.75 54.25 0.270 0.300 0.430 0.014 11.000 7.600 0.469 
45.25 23.25 0.170 0.270 0.560 0.004 9.000 8.000 0.445 
125.75 -16.75 0.130 0.190 0.680 0.006 11.000 6.500 0.463 
126.75 39.75 0.270 0.300 0.430 0.014 11.000 7.600 0.433 
-68.25 58.75 0.262 0.303 0.435 0.014 11.000 7.528 0.929 
126.25 -14.25 0.270 0.300 0.430 0.014 11.000 7.600 0.317 
20.75 -4.25 0.350 0.110 0.540 0.010 13.000 4.500 0.491 
38.75 1.25 0.270 0.330 0.400 0.005 10.000 8.200 0.472 
-157.25 58.25 0.320 0.300 0.380 0.014 11.000 4.900 0.600 
35.25 54.25 0.100 0.400 0.500 0.011 11.000 5.500 0.473 
98.75 57.25 0.140 0.480 0.380 0.018 12.000 5.000 0.319 
-133.75 59.75 0.240 0.310 0.450 0.010 11.000 6.600 0.516 
-88.25 18.75 0.320 0.280 0.400 0.011 10.000 6.700 0.475 
103.25 -2.25 0.220 0.190 0.590 0.008 11.000 5.100 0.615 
101.75 34.25 0.270 0.300 0.430 0.014 11.000 7.600 0.495 
-69.25 -4.25 0.350 0.110 0.540 0.010 13.000 4.500 0.302 
-77.75 35.25 0.250 0.240 0.510 0.009 11.000 4.800 0.497 
94.25 37.75 0.170 0.270 0.560 0.004 9.000 8.000 0.593 
-94.25 55.25 0.130 0.290 0.580 0.006 11.000 6.200 0.601 
-125.75 59.25 0.240 0.310 0.450 0.010 11.000 6.600 0.616 
103.75 15.25 0.240 0.290 0.470 0.010 11.000 5.000 0.337 
-47.75 -13.25 0.390 0.170 0.440 0.013 12.000 4.900 0.349 
100.25 25.25 0.190 0.380 0.430 0.006 10.000 8.100 0.334 
-136.25 66.75 0.200 0.480 0.320 0.031 17.000 6.300 0.377 
-93.75 72.25 0.080 0.370 0.550 0.020 11.000 5.900 0.500 
-111.75 49.25 0.230 0.400 0.370 0.013 9.000 7.200 0.694 
18.75 63.25 0.060 0.200 0.740 0.030 17.000 4.500 0.579 
137.25 67.25 0.210 0.420 0.370 0.017 14.000 5.100 0.575 
-111.75 48.75 0.230 0.400 0.370 0.013 9.000 7.200 0.444 
-93.25 32.25 0.220 0.190 0.590 0.008 11.000 5.100 0.533 
-65.75 -21.25 0.270 0.300 0.430 0.014 11.000 7.600 0.667 
-7.75 6.75 0.260 0.190 0.550 0.009 13.000 5.300 0.429 
25.75 45.75 0.240 0.330 0.430 0.014 12.000 5.100 0.516 
23.75 41.75 0.240 0.310 0.450 0.010 11.000 6.600 0.343 
-42.75 -6.25 0.060 0.050 0.890 0.004 13.000 5.600 0.488 
44.75 33.75 0.540 0.290 0.170 0.008 11.000 7.900 0.529 
-68.25 11.25 0.460 0.281 0.259 0.008 11.006 7.454 0.376 
17.25 51.25 0.100 0.300 0.600 0.032 18.000 4.700 0.321 
58.75 29.75 0.170 0.270 0.560 0.004 9.000 8.000 0.483 
114.25 44.75 0.230 0.400 0.370 0.013 9.000 7.200 0.621 
-92.25 49.75 0.060 0.200 0.740 0.030 17.000 4.500 0.573 
90.75 23.25 0.290 0.300 0.410 0.010 11.000 6.200 0.653 
108.25 35.75 0.280 0.370 0.350 0.007 10.000 8.000 0.700 
157.75 68.25 0.220 0.270 0.510 0.011 10.000 5.000 0.375 
26.25 -22.75 0.050 0.060 0.890 0.004 11.000 6.400 0.324 
73.75 40.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
96.75 38.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
110.25 40.25 0.060 0.060 0.880 0.002 12.000 5.900 0.410 
15.25 40.75 0.240 0.310 0.450 0.010 11.000 6.600 0.400 
82.25 31.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
117.75 47.25 0.270 0.330 0.400 0.005 10.000 8.200 0.500 
-72.75 10.25 0.270 0.300 0.430 0.014 11.000 7.600 0.367 
-46.25 61.25 0.220 0.316 0.464 0.041 10.868 7.198 0.494 
80.25 27.75 0.240 0.310 0.450 0.010 11.000 6.600 0.500 
-40.75 -3.25 0.220 0.190 0.590 0.008 11.000 5.100 0.286 
-128.75 68.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
-98.75 27.75 0.270 0.240 0.490 0.008 10.000 6.400 0.513 
159.25 58.75 0.274 0.415 0.311 0.088 13.399 5.872 0.580 
117.25 68.25 0.210 0.420 0.370 0.017 14.000 5.100 0.400 
-7.75 27.75 0.180 0.280 0.540 0.004 14.000 8.100 0.622 
111.25 57.75 0.270 0.300 0.430 0.014 11.000 7.600 0.354 
-72.25 60.25 0.270 0.300 0.430 0.014 11.000 7.600 1.000 
3.75 49.25 0.200 0.220 0.580 0.008 11.000 6.200 0.412 
-81.75 8.75 0.370 0.240 0.390 0.010 10.000 5.490 0.343 
-115.25 40.25 0.180 0.200 0.620 0.004 12.000 7.900 0.600 
56.75 42.75 0.290 0.330 0.380 0.005 10.000 8.200 0.499 
125.75 -27.25 0.060 0.050 0.890 0.004 13.000 5.600 0.532 
69.25 44.75 0.310 0.330 0.360 0.004 12.000 8.700 0.372 
-10.25 19.25 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
94.75 20.25 0.270 0.240 0.490 0.008 10.000 6.400 0.346 
-69.25 -50.75 0.230 0.400 0.370 0.013 9.000 7.200 0.671 
31.75 -23.25 0.050 0.060 0.890 0.004 11.000 6.400 0.300 
-38.25 -9.25 0.060 0.050 0.890 0.004 13.000 5.600 0.531 
81.25 70.25 0.200 0.480 0.320 0.031 17.000 6.300 0.725 
18.25 -0.25 0.350 0.360 0.290 0.041 14.000 5.100 0.588 
-4.25 11.25 0.370 0.240 0.390 0.010 10.000 5.490 0.343 
-49.75 -10.75 0.250 0.240 0.510 0.009 11.000 4.800 0.579 
-142.75 67.25 0.320 0.300 0.380 0.014 11.000 4.900 0.435 
85.75 62.75 0.320 0.300 0.380 0.014 11.000 4.900 0.444 
27.75 -19.25 0.050 0.060 0.890 0.004 11.000 6.400 0.372 
128.25 56.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
16.25 0.25 0.350 0.360 0.290 0.041 14.000 5.100 0.558 
74.25 56.25 0.240 0.510 0.250 0.016 10.000 6.600 0.454 
2.75 43.25 0.270 0.300 0.430 0.014 11.000 7.600 0.276 
77.25 65.75 0.410 0.330 0.260 0.307 21.000 4.400 0.386 
138.25 61.75 0.270 0.300 0.430 0.014 11.000 7.600 0.363 
19.25 -27.25 0.280 0.310 0.410 0.006 11.000 7.800 0.431 
-114.25 77.75 0.080 0.370 0.550 0.020 11.000 5.900 0.700 
-91.25 56.75 0.210 0.610 0.180 0.353 17.000 4.800 0.700 
-69.25 44.75 0.100 0.300 0.600 0.032 18.000 4.700 0.791 
32.25 19.75 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
-61.75 51.25 0.060 0.200 0.740 0.030 17.000 4.500 0.578 
94.75 44.25 0.220 0.410 0.370 0.005 9.000 7.900 0.622 
125.25 58.25 0.270 0.300 0.430 0.014 11.000 7.600 0.378 
-47.75 -6.25 0.060 0.050 0.890 0.004 13.000 5.600 0.661 
104.25 35.25 0.230 0.280 0.490 0.007 10.000 8.000 0.555 
25.25 56.75 0.100 0.400 0.500 0.011 11.000 5.500 0.599 
178.25 66.75 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-51.75 1.75 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
38.75 23.25 0.270 0.330 0.400 0.005 10.000 8.200 0.495 
-102.75 34.25 0.210 0.210 0.580 0.005 10.000 8.000 0.367 
50.25 34.25 0.190 0.260 0.550 0.007 10.000 7.900 0.318 
-48.25 -10.25 0.540 0.200 0.260 0.014 13.000 4.900 0.500 
46.75 5.25 0.180 0.280 0.540 0.004 14.000 8.100 0.471 
79.25 29.75 0.240 0.330 0.430 0.014 12.000 5.100 0.564 
45.25 -18.75 0.190 0.160 0.650 0.007 12.000 6.200 0.428 
-60.75 -10.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
-39.75 -10.25 0.270 0.240 0.490 0.008 10.000 6.400 0.317 
72.25 68.75 0.200 0.480 0.320 0.031 17.000 6.300 0.778 
111.75 35.75 0.320 0.280 0.400 0.011 10.000 6.700 0.542 
-2.75 11.75 0.190 0.240 0.570 0.009 12.000 6.100 0.382 
-107.25 45.75 0.190 0.260 0.550 0.007 10.000 7.900 0.562 
87.75 30.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
76.75 36.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-113.75 61.75 0.282 0.305 0.412 0.012 11.209 6.440 0.541 
7.75 31.75 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
-51.75 2.25 0.390 0.170 0.440 0.013 12.000 4.900 0.687 
-80.75 -1.75 0.280 0.370 0.350 0.007 10.000 8.000 0.465 
174.25 -39.75 0.209 0.404 0.387 0.058 11.968 5.371 0.779 
153.75 -28.75 0.324 0.235 0.441 0.015 12.685 5.802 0.340 
-60.75 2.75 0.250 0.240 0.510 0.009 11.000 4.800 0.490 
-115.25 43.25 0.180 0.120 0.700 0.004 11.000 7.300 0.386 
-113.75 74.75 0.270 0.300 0.430 0.014 11.000 7.600 0.501 
149.75 68.75 0.210 0.420 0.370 0.017 14.000 5.100 0.400 
-5.75 23.75 0.130 0.190 0.680 0.006 11.000 6.500 0.350 
68.75 65.25 0.190 0.520 0.290 0.015 11.000 5.300 0.433 
-76.25 42.25 0.240 0.330 0.430 0.014 12.000 5.100 0.700 
-60.25 -2.25 0.350 0.110 0.540 0.010 13.000 4.500 0.497 
100.75 -2.25 0.242 0.317 0.441 0.015 11.979 5.174 0.394 
-96.25 50.75 0.410 0.330 0.260 0.307 21.000 4.400 0.579 
28.75 -23.25 0.050 0.060 0.890 0.004 11.000 6.400 0.399 
20.75 19.25 0.170 0.270 0.560 0.004 9.000 8.000 0.334 
56.75 58.25 0.100 0.400 0.500 0.011 11.000 5.500 1.000 
19.75 39.75 0.266 0.253 0.481 0.009 10.192 6.522 0.495 
-110.75 30.75 0.230 0.400 0.370 0.013 9.000 7.200 0.447 
57.75 56.75 0.200 0.220 0.580 0.008 11.000 6.200 0.583 
120.25 60.25 0.210 0.420 0.370 0.017 14.000 5.100 0.833 
-162.75 68.25 0.210 0.420 0.370 0.017 14.000 5.100 0.320 
123.25 45.75 0.340 0.310 0.350 0.018 12.000 6.400 0.495 
93.75 27.25 0.240 0.310 0.450 0.010 11.000 6.600 0.366 
-93.25 33.25 0.260 0.190 0.550 0.009 13.000 5.300 0.499 
-66.75 52.75 0.060 0.200 0.740 0.030 17.000 4.500 1.000 
113.75 71.75 0.200 0.480 0.320 0.031 17.000 6.300 0.376 
20.25 -20.75 0.050 0.060 0.890 0.004 11.000 6.400 0.375 
-11.25 26.75 0.230 0.320 0.450 0.009 11.000 7.000 0.304 
114.75 55.25 0.210 0.420 0.370 0.017 14.000 5.100 0.349 
-158.25 60.75 0.320 0.300 0.380 0.014 11.000 4.900 0.334 
14.75 6.75 0.220 0.190 0.590 0.008 11.000 5.100 0.491 
-101.75 38.75 0.230 0.400 0.370 0.013 9.000 7.200 0.661 
60.75 63.75 0.410 0.330 0.260 0.307 21.000 4.400 0.414 
114.75 -3.75 0.500 0.190 0.310 0.028 16.000 4.900 0.361 
-62.75 -25.75 0.230 0.280 0.490 0.007 10.000 8.000 0.582 
113.75 73.25 0.200 0.480 0.320 0.031 17.000 6.300 0.501 
-77.25 35.25 0.240 0.290 0.470 0.010 11.000 5.000 0.425 
-113.25 55.75 0.410 0.330 0.260 0.307 21.000 4.400 0.644 
-69.25 -8.75 0.350 0.110 0.540 0.010 13.000 4.500 0.409 
-65.75 -22.75 0.180 0.200 0.620 0.004 12.000 7.900 0.409 
-114.75 50.25 0.240 0.310 0.450 0.010 11.000 6.600 0.338 
20.75 28.75 0.180 0.280 0.540 0.004 14.000 8.100 0.443 
-88.75 72.25 0.080 0.370 0.550 0.020 11.000 5.900 0.500 
124.75 45.25 0.340 0.310 0.350 0.018 12.000 6.400 0.515 
171.75 -41.75 0.240 0.330 0.430 0.014 12.000 5.100 0.611 
34.25 61.75 0.060 0.200 0.740 0.030 17.000 4.500 0.500 
48.25 22.25 0.050 0.060 0.890 0.004 11.000 6.400 0.489 
87.75 45.25 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
47.75 -23.75 0.388 0.170 0.442 0.012 11.982 5.052 0.434 
38.25 28.75 0.050 0.060 0.890 0.004 11.000 6.400 0.469 
57.25 48.75 0.230 0.400 0.370 0.013 9.000 7.200 0.861 
103.25 45.25 0.060 0.060 0.880 0.002 12.000 5.900 0.333 
88.75 59.75 0.040 0.100 0.860 0.033 23.000 4.400 0.689 
-78.25 -0.25 0.280 0.280 0.440 0.026 13.000 5.100 0.386 
52.25 60.25 0.060 0.200 0.740 0.030 17.000 4.500 0.383 
51.25 36.75 0.240 0.310 0.450 0.010 11.000 6.600 0.394 
73.75 40.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
117.25 27.25 0.220 0.190 0.590 0.008 11.000 5.100 0.700 
-102.25 21.25 0.230 0.400 0.370 0.013 9.000 7.200 0.355 
-92.25 16.75 0.280 0.200 0.520 0.008 10.000 6.200 0.352 
43.25 49.75 0.320 0.400 0.280 0.014 10.000 7.400 0.625 
101.75 22.25 0.220 0.190 0.590 0.008 11.000 5.100 0.700 
84.25 20.75 0.540 0.290 0.170 0.008 11.000 7.900 0.552 
126.25 62.75 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
-101.75 65.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
45.25 56.25 0.100 0.400 0.500 0.011 11.000 5.500 0.667 
36.75 8.25 0.280 0.200 0.520 0.008 10.000 6.200 0.421 
165.25 61.25 0.410 0.330 0.260 0.307 21.000 4.400 0.429 
40.75 19.75 0.170 0.270 0.560 0.004 9.000 8.000 0.326 
106.75 15.25 0.220 0.190 0.590 0.008 11.000 5.100 0.496 
132.25 62.25 0.210 0.420 0.370 0.017 14.000 5.100 0.400 
136.75 -13.75 0.124 0.131 0.745 0.011 12.273 6.000 0.404 
18.25 1.25 0.320 0.300 0.380 0.014 11.000 4.900 0.501 
88.25 31.25 0.270 0.300 0.430 0.014 11.000 7.600 0.499 
130.25 -19.75 0.060 0.050 0.890 0.004 13.000 5.600 0.501 
109.75 23.25 0.260 0.190 0.550 0.009 13.000 5.300 0.560 
47.25 -24.25 0.480 0.160 0.360 0.012 12.000 5.400 0.373 
52.75 44.75 0.260 0.250 0.490 0.007 11.000 7.800 0.553 
67.25 61.75 0.410 0.330 0.260 0.307 21.000 4.400 0.457 
-54.25 2.75 0.390 0.170 0.440 0.013 12.000 4.900 0.769 
21.25 20.25 0.060 0.060 0.880 0.002 12.000 5.900 0.555 
-67.75 -33.25 0.170 0.270 0.560 0.004 9.000 8.000 0.525 
-50.25 68.75 0.252 0.308 0.440 0.017 11.555 7.172 0.476 
47.75 -18.25 0.390 0.170 0.440 0.013 12.000 4.900 0.437 
17.25 29.25 0.180 0.280 0.540 0.004 14.000 8.100 0.500 
-69.75 -9.25 0.220 0.190 0.590 0.008 11.000 5.100 0.392 
3.75 32.25 0.170 0.270 0.560 0.004 9.000 8.000 0.700 
49.25 53.25 0.300 0.370 0.330 0.018 11.000 7.000 0.341 
130.75 -20.75 0.060 0.050 0.890 0.004 13.000 5.600 0.334 
76.25 59.25 0.410 0.330 0.260 0.307 21.000 4.400 0.750 
122.75 49.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
114.25 63.75 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
86.75 66.75 0.220 0.270 0.510 0.011 10.000 5.000 0.375 
-2.75 8.75 0.190 0.160 0.650 0.007 12.000 6.200 0.496 
90.25 47.25 0.270 0.300 0.430 0.014 11.000 7.600 0.459 
78.25 66.75 0.320 0.300 0.380 0.014 11.000 4.900 0.456 
-82.75 73.75 0.080 0.370 0.550 0.020 11.000 5.900 0.601 
100.75 33.75 0.270 0.300 0.430 0.014 11.000 7.600 0.350 
59.75 62.75 0.270 0.300 0.430 0.014 11.000 7.600 0.471 
142.25 -19.25 0.180 0.200 0.620 0.004 12.000 7.900 0.328 
49.75 62.75 0.140 0.480 0.380 0.018 12.000 5.000 0.500 
75.25 37.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-104.25 65.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
13.25 4.75 0.390 0.170 0.440 0.013 12.000 4.900 0.967 
17.25 12.75 0.530 0.240 0.230 0.012 12.000 6.800 0.306 
-69.75 -30.25 0.170 0.270 0.560 0.004 9.000 8.000 0.497 
-2.25 17.25 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
131.25 -21.25 0.060 0.050 0.890 0.004 13.000 5.600 0.479 
-8.75 16.75 0.130 0.190 0.680 0.006 11.000 6.500 0.909 
43.75 20.75 0.170 0.270 0.560 0.004 9.000 8.000 0.509 
37.25 28.25 0.050 0.060 0.890 0.004 11.000 6.400 0.403 
123.25 -16.75 0.143 0.149 0.708 0.008 12.183 6.379 0.444 
-115.25 29.75 0.170 0.270 0.560 0.004 9.000 8.000 0.613 
-22.25 72.75 0.270 0.300 0.430 0.014 11.000 7.600 0.360 
2.25 9.25 0.190 0.160 0.650 0.007 12.000 6.200 0.507 
-113.75 74.25 0.153 0.343 0.504 0.018 11.000 6.556 0.624 
49.75 60.25 0.060 0.200 0.740 0.030 17.000 4.500 0.509 
