Lon   Lat   clay silt sand orgC CN pH cellfraction 
134.75 -26.75 0.170 0.240 0.590 0.010 13.000 5.200 0.500 
16.75 50.75 0.200 0.220 0.580 0.008 11.000 6.200 0.395 
-68.25 -0.25 0.350 0.110 0.540 0.010 13.000 4.500 0.282 
-110.25 24.25 0.270 0.300 0.430 0.014 11.000 7.600 0.329 
-103.25 50.75 0.280 0.480 0.240 0.022 11.000 7.000 0.664 
165.75 63.25 0.270 0.300 0.430 0.014 11.000 7.600 0.338 
-66.25 -17.25 0.270 0.300 0.430 0.014 11.000 7.600 0.427 
124.25 -22.25 0.060 0.050 0.890 0.004 13.000 5.600 0.446 
46.25 57.25 0.100 0.400 0.500 0.011 11.000 5.500 0.653 
-97.75 46.75 0.280 0.480 0.240 0.022 11.000 7.000 0.633 
23.75 -17.75 0.050 0.060 0.890 0.004 11.000 6.400 0.433 
34.25 18.25 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
98.25 4.25 0.220 0.270 0.510 0.011 10.000 5.000 0.407 
-73.75 -8.25 0.350 0.110 0.540 0.010 13.000 4.500 0.465 
98.75 39.75 0.170 0.270 0.560 0.004 9.000 8.000 0.431 
29.75 2.25 0.390 0.170 0.440 0.013 12.000 4.900 0.663 
124.75 -18.75 0.170 0.240 0.590 0.010 13.000 5.200 0.458 
-107.75 33.25 0.230 0.400 0.370 0.013 9.000 7.200 0.428 
130.25 69.25 0.270 0.300 0.430 0.014 11.000 7.600 0.403 
17.25 12.25 0.060 0.050 0.890 0.004 13.000 5.600 0.408 
68.75 43.25 0.280 0.310 0.410 0.006 11.000 7.800 0.854 
-100.75 62.75 0.210 0.420 0.370 0.017 14.000 5.100 0.330 
155.25 70.75 0.200 0.480 0.320 0.031 17.000 6.300 0.566 
142.25 -33.75 0.280 0.310 0.410 0.006 11.000 7.800 0.589 
48.75 25.75 0.050 0.060 0.890 0.004 11.000 6.400 0.344 
-52.75 47.75 0.070 0.205 0.726 0.031 16.728 4.604 0.500 
109.75 43.75 0.060 0.060 0.880 0.002 12.000 5.900 0.473 
100.25 65.75 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
74.25 51.25 0.320 0.400 0.280 0.014 10.000 7.400 0.759 
119.75 15.25 0.326 0.228 0.445 0.010 10.283 5.619 0.383 
-104.25 47.75 0.230 0.400 0.370 0.013 9.000 7.200 0.545 
34.25 68.25 0.060 0.200 0.740 0.030 17.000 4.500 0.500 
69.75 53.25 0.310 0.430 0.260 0.019 10.000 7.800 0.445 
-87.75 73.25 0.080 0.370 0.550 0.020 11.000 5.900 0.500 
78.25 65.25 0.320 0.300 0.380 0.014 11.000 4.900 0.499 
11.25 10.75 0.370 0.240 0.390 0.010 10.000 5.490 0.517 
15.25 48.25 0.240 0.330 0.430 0.014 12.000 5.100 0.606 
-8.75 39.75 0.240 0.310 0.450 0.010 11.000 6.600 0.376 
55.75 66.75 0.050 0.150 0.800 0.018 19.000 4.700 0.395 
40.25 44.75 0.340 0.310 0.350 0.018 12.000 6.400 0.741 
46.75 3.75 0.050 0.060 0.890 0.004 11.000 6.400 0.483 
28.25 7.25 0.370 0.120 0.510 0.014 15.000 4.900 0.366 
-100.25 47.75 0.280 0.480 0.240 0.022 11.000 7.000 0.742 
-121.75 52.25 0.130 0.290 0.580 0.006 11.000 6.200 0.500 
35.75 47.25 0.320 0.400 0.280 0.014 10.000 7.400 0.850 
78.25 20.25 0.540 0.290 0.170 0.008 11.000 7.900 0.472 
4.75 31.25 0.270 0.300 0.430 0.014 11.000 7.600 0.470 
24.75 18.75 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
126.25 70.25 0.230 0.320 0.450 0.009 11.000 7.000 0.432 
-113.25 54.25 0.130 0.290 0.580 0.006 11.000 6.200 0.435 
116.25 -32.25 0.050 0.060 0.890 0.004 11.000 6.400 0.333 
27.75 20.25 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
-109.25 58.25 0.060 0.200 0.740 0.030 17.000 4.500 0.700 
64.25 44.75 0.460 0.330 0.210 0.004 9.000 7.000 0.669 
54.75 29.75 0.270 0.300 0.430 0.014 11.000 7.600 0.289 
-13.25 20.25 0.060 0.060 0.880 0.002 12.000 5.900 0.487 
-75.25 -5.25 0.250 0.240 0.510 0.009 11.000 4.800 0.435 
17.75 13.75 0.050 0.060 0.890 0.004 11.000 6.400 0.876 
-89.75 72.25 0.080 0.370 0.550 0.020 11.000 5.900 0.500 
-67.25 -29.25 0.270 0.300 0.430 0.014 11.000 7.600 0.416 
99.25 8.25 0.220 0.190 0.590 0.008 11.000 5.100 0.408 
85.25 44.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-125.75 60.75 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
143.25 -29.25 0.180 0.200 0.620 0.004 12.000 7.900 0.367 
143.75 66.25 0.270 0.300 0.430 0.014 11.000 7.600 0.353 
125.75 55.75 0.270 0.300 0.430 0.014 11.000 7.600 0.447 
-40.75 -21.25 0.375 0.166 0.459 0.013 12.089 4.900 0.517 
75.75 64.25 0.190 0.520 0.290 0.015 11.000 5.300 0.517 
-110.25 57.25 0.410 0.330 0.260 0.307 21.000 4.400 0.544 
29.25 27.75 0.180 0.280 0.540 0.004 14.000 8.100 0.444 
6.25 20.75 0.270 0.300 0.430 0.014 11.000 7.600 0.937 
-108.25 47.75 0.190 0.260 0.550 0.007 10.000 7.900 0.337 
79.75 60.25 0.040 0.100 0.860 0.033 23.000 4.400 0.728 
55.25 47.25 0.180 0.120 0.700 0.004 11.000 7.300 0.400 
-92.25 73.75 0.080 0.370 0.550 0.020 11.000 5.900 0.501 
56.25 31.75 0.270 0.300 0.430 0.014 11.000 7.600 0.302 
-179.75 71.75 0.118 0.400 0.482 0.028 12.712 6.008 0.495 
-153.75 58.75 0.270 0.300 0.430 0.014 11.000 7.600 0.339 
67.75 39.75 0.280 0.310 0.410 0.006 11.000 7.800 0.668 
167.75 -44.75 0.240 0.330 0.430 0.014 12.000 5.100 0.344 
-80.25 8.75 0.370 0.240 0.390 0.010 10.000 5.490 0.315 
8.75 58.75 0.060 0.200 0.740 0.030 17.000 4.500 0.391 
73.25 37.25 0.270 0.300 0.430 0.014 11.000 7.600 0.499 
-113.25 42.75 0.280 0.310 0.410 0.006 11.000 7.800 0.585 
85.25 48.75 0.270 0.300 0.430 0.014 11.000 7.600 0.499 
10.75 45.75 0.220 0.320 0.460 0.016 10.000 7.200 0.430 
61.75 38.75 0.060 0.060 0.880 0.002 12.000 5.900 0.861 
135.75 50.75 0.240 0.330 0.430 0.014 12.000 5.100 0.279 
31.25 -17.25 0.190 0.160 0.650 0.007 12.000 6.200 0.751 
32.25 1.75 0.390 0.170 0.440 0.013 12.000 4.900 0.500 
-89.75 78.75 0.086 0.368 0.547 0.020 11.000 5.924 0.984 
89.25 68.25 0.400 0.350 0.250 0.384 15.000 5.900 0.526 
-0.75 41.25 0.280 0.370 0.350 0.007 10.000 8.000 0.447 
43.75 49.75 0.320 0.400 0.280 0.014 10.000 7.400 0.753 
-40.75 -9.75 0.190 0.160 0.650 0.007 12.000 6.200 0.328 
-82.25 53.75 0.210 0.610 0.180 0.353 17.000 4.800 1.000 
75.25 71.75 0.200 0.480 0.320 0.031 17.000 6.300 0.504 
-82.75 40.25 0.200 0.220 0.580 0.008 11.000 6.200 0.700 
48.25 58.25 0.100 0.400 0.500 0.011 11.000 5.500 0.516 
24.25 56.25 0.340 0.310 0.350 0.018 12.000 6.400 0.700 
-96.75 33.25 0.530 0.240 0.230 0.012 12.000 6.800 0.603 
49.75 31.75 0.190 0.260 0.550 0.007 10.000 7.900 0.493 
29.25 67.75 0.410 0.330 0.260 0.307 21.000 4.400 0.481 
130.25 65.25 0.270 0.300 0.430 0.014 11.000 7.600 0.407 
-135.25 69.25 0.230 0.320 0.450 0.009 11.000 7.000 0.700 
29.25 67.25 0.060 0.200 0.740 0.030 17.000 4.500 0.415 
-115.25 46.25 0.090 0.320 0.590 0.031 11.000 5.900 0.600 
97.75 45.75 0.180 0.120 0.700 0.004 11.000 7.300 0.687 
107.25 17.25 0.228 0.199 0.573 0.008 11.014 5.133 0.443 
20.75 -21.25 0.050 0.060 0.890 0.004 11.000 6.400 0.375 
68.25 57.25 0.100 0.400 0.500 0.011 11.000 5.500 0.405 
-64.25 48.25 0.138 0.257 0.605 0.023 14.797 4.772 0.548 
17.75 -20.75 0.050 0.060 0.890 0.004 11.000 6.400 0.335 
121.25 62.75 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
19.25 11.75 0.190 0.160 0.650 0.007 12.000 6.200 0.513 
-148.25 69.25 0.200 0.480 0.320 0.031 17.000 6.300 0.471 
80.25 18.75 0.530 0.240 0.230 0.012 12.000 6.800 0.458 
19.25 45.25 0.190 0.380 0.430 0.006 10.000 8.100 0.289 
-39.25 -11.25 0.270 0.240 0.490 0.008 10.000 6.400 0.375 
42.75 23.75 0.170 0.270 0.560 0.004 9.000 8.000 0.632 
7.75 24.75 0.170 0.270 0.560 0.004 9.000 8.000 0.364 
-114.75 76.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
23.75 10.25 0.190 0.160 0.650 0.007 12.000 6.200 0.481 
63.75 26.75 0.180 0.280 0.540 0.004 14.000 8.100 0.410 
8.25 51.75 0.240 0.310 0.450 0.010 11.000 6.600 0.376 
174.75 65.25 0.200 0.480 0.320 0.031 17.000 6.300 0.604 
-96.25 60.25 0.210 0.420 0.370 0.017 14.000 5.100 1.000 
-38.25 -9.75 0.060 0.050 0.890 0.004 13.000 5.600 0.452 
64.75 34.75 0.270 0.300 0.430 0.014 11.000 7.600 0.430 
-69.75 -46.25 0.180 0.200 0.620 0.004 12.000 7.900 0.500 
-135.75 62.25 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
39.75 40.25 0.270 0.300 0.430 0.014 11.000 7.600 0.358 
110.25 44.25 0.060 0.060 0.880 0.002 12.000 5.900 0.417 
21.25 67.25 0.060 0.200 0.740 0.030 17.000 4.500 0.516 
80.25 32.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
38.75 -6.75 0.190 0.160 0.650 0.007 12.000 6.200 0.308 
116.75 25.25 0.220 0.190 0.590 0.008 11.000 5.100 0.622 
-114.75 46.75 0.090 0.320 0.590 0.031 11.000 5.900 0.600 
-106.75 75.75 0.080 0.370 0.550 0.020 11.000 5.900 0.500 
-65.25 56.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-69.25 -27.75 0.270 0.300 0.430 0.014 11.000 7.600 0.472 
-62.75 -0.75 0.320 0.300 0.380 0.014 11.000 4.900 0.305 
40.25 48.25 0.280 0.480 0.240 0.022 11.000 7.000 0.429 
41.25 53.25 0.280 0.480 0.240 0.022 11.000 7.000 0.454 
45.25 45.25 0.270 0.330 0.400 0.005 10.000 8.200 0.317 
-50.25 -5.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
14.25 11.25 0.230 0.320 0.450 0.009 11.000 7.000 0.425 
140.25 -28.25 0.170 0.240 0.590 0.010 13.000 5.200 0.716 
-100.75 33.25 0.230 0.400 0.370 0.013 9.000 7.200 0.400 
-142.75 61.75 0.270 0.300 0.430 0.014 11.000 7.600 0.339 
130.75 55.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-91.25 53.25 0.290 0.300 0.410 0.010 11.000 6.200 0.667 
151.25 -33.25 0.220 0.190 0.590 0.008 11.000 5.100 0.361 
-66.25 48.25 0.060 0.200 0.740 0.030 17.000 4.500 0.440 
120.75 59.25 0.210 0.420 0.370 0.017 14.000 5.100 0.553 
45.75 -20.25 0.190 0.160 0.650 0.007 12.000 6.200 0.440 
-104.75 70.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
69.75 40.75 0.280 0.310 0.410 0.006 11.000 7.800 0.416 
-2.25 10.75 0.190 0.240 0.570 0.009 12.000 6.100 0.490 
117.75 59.75 0.210 0.420 0.370 0.017 14.000 5.100 0.535 
-61.25 -7.75 0.350 0.110 0.540 0.010 13.000 4.500 0.483 
29.25 -23.75 0.270 0.240 0.490 0.008 10.000 6.400 0.528 
-100.25 76.75 0.081 0.370 0.550 0.020 11.000 5.906 0.558 
-123.25 58.25 0.130 0.290 0.580 0.006 11.000 6.200 0.664 
-70.75 -23.25 0.180 0.274 0.546 0.005 9.186 7.937 0.503 
22.25 42.75 0.240 0.330 0.430 0.014 12.000 5.100 0.628 
81.75 68.75 0.410 0.330 0.260 0.307 21.000 4.400 0.599 
12.75 30.25 0.180 0.280 0.540 0.004 14.000 8.100 0.500 
33.75 53.25 0.100 0.400 0.500 0.011 11.000 5.500 0.500 
-94.25 67.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
139.75 59.25 0.270 0.300 0.430 0.014 11.000 7.600 0.350 
39.75 57.25 0.100 0.400 0.500 0.011 11.000 5.500 1.000 
-73.75 -13.25 0.270 0.300 0.430 0.014 11.000 7.600 0.453 
-100.25 37.25 0.320 0.360 0.320 0.014 10.000 8.100 0.389 
141.25 -15.75 0.275 0.234 0.491 0.008 10.709 7.248 0.366 
77.75 21.75 0.430 0.270 0.300 0.009 12.000 6.900 0.436 
44.75 -18.25 0.270 0.240 0.490 0.008 10.000 6.400 0.456 
43.75 -20.75 0.215 0.178 0.607 0.014 11.820 5.779 0.382 
96.25 28.25 0.270 0.300 0.430 0.014 11.000 7.600 0.375 
-88.25 78.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
-128.25 57.25 0.240 0.310 0.450 0.010 11.000 6.600 0.375 
21.75 24.75 0.060 0.060 0.880 0.002 12.000 5.900 0.975 
85.75 28.25 0.280 0.280 0.440 0.026 13.000 5.100 0.333 
-110.25 42.75 0.300 0.370 0.330 0.018 11.000 7.000 0.533 
55.25 36.25 0.190 0.260 0.550 0.007 10.000 7.900 0.346 
41.75 53.25 0.100 0.400 0.500 0.011 11.000 5.500 0.649 
118.75 33.75 0.190 0.380 0.430 0.006 10.000 8.100 0.322 
164.25 69.75 0.222 0.422 0.356 0.026 15.059 6.695 0.456 
117.25 23.25 0.266 0.198 0.537 0.009 12.746 5.411 0.538 
-93.75 47.25 0.100 0.400 0.500 0.011 11.000 5.500 0.749 
80.75 50.75 0.320 0.400 0.280 0.014 10.000 7.400 0.694 
75.75 34.75 0.240 0.310 0.450 0.010 11.000 6.600 0.346 
137.75 49.25 0.270 0.300 0.430 0.014 11.000 7.600 0.416 
94.25 56.75 0.270 0.300 0.430 0.014 11.000 7.600 0.487 
145.75 71.25 0.200 0.480 0.320 0.031 17.000 6.300 0.800 
129.75 -14.75 0.410 0.400 0.190 0.005 10.000 7.700 0.384 
-64.75 -5.25 0.350 0.110 0.540 0.010 13.000 4.500 0.294 
145.75 -22.25 0.180 0.200 0.620 0.004 12.000 7.900 0.436 
-109.25 31.25 0.180 0.200 0.620 0.004 12.000 7.900 0.518 
34.25 -15.25 0.390 0.170 0.440 0.013 12.000 4.900 0.800 
-134.25 60.75 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
39.75 58.25 0.100 0.400 0.500 0.011 11.000 5.500 1.000 
-82.75 35.25 0.220 0.190 0.590 0.008 11.000 5.100 0.667 
161.75 58.25 0.250 0.440 0.310 0.052 12.000 6.000 0.608 
-146.25 66.75 0.320 0.300 0.380 0.014 11.000 4.900 0.501 
-158.75 68.75 0.200 0.480 0.320 0.031 17.000 6.300 0.375 
20.25 45.25 0.280 0.480 0.240 0.022 11.000 7.000 0.363 
-55.25 -16.25 0.540 0.200 0.260 0.014 13.000 4.900 0.524 
49.75 21.25 0.060 0.060 0.880 0.002 12.000 5.900 0.510 
28.25 12.25 0.050 0.060 0.890 0.004 11.000 6.400 0.700 
-123.25 66.25 0.210 0.610 0.180 0.353 17.000 4.800 0.700 
-4.25 28.75 0.060 0.060 0.880 0.002 12.000 5.900 0.561 
12.75 50.25 0.240 0.330 0.430 0.014 12.000 5.100 0.714 
131.25 -21.75 0.060 0.050 0.890 0.004 13.000 5.600 0.432 
38.25 50.25 0.280 0.480 0.240 0.022 11.000 7.000 0.603 
116.75 53.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-46.25 -22.75 0.190 0.160 0.650 0.007 12.000 6.200 0.492 
78.25 50.75 0.320 0.400 0.280 0.014 10.000 7.400 0.577 
83.25 65.75 0.320 0.300 0.380 0.014 11.000 4.900 0.500 
-145.25 63.25 0.320 0.300 0.380 0.014 11.000 4.900 0.442 
-162.75 69.75 0.200 0.480 0.320 0.031 17.000 6.300 0.600 
-65.75 -38.25 0.230 0.320 0.450 0.009 11.000 7.000 0.486 
127.25 65.75 0.210 0.420 0.370 0.017 14.000 5.100 0.360 
-126.25 57.75 0.130 0.290 0.580 0.006 11.000 6.200 0.448 
-72.25 -35.75 0.270 0.240 0.490 0.008 10.000 6.400 0.489 
85.25 48.25 0.320 0.400 0.280 0.014 10.000 7.400 0.671 
38.25 -5.25 0.280 0.200 0.520 0.008 10.000 6.200 0.481 
69.25 71.75 0.400 0.350 0.250 0.384 15.000 5.900 0.600 
115.25 -23.25 0.180 0.200 0.620 0.004 12.000 7.900 0.285 
117.25 -26.25 0.170 0.270 0.560 0.004 9.000 8.000 0.409 
69.25 35.75 0.270 0.300 0.430 0.014 11.000 7.600 0.435 
54.25 49.75 0.230 0.400 0.370 0.013 9.000 7.200 0.462 
-67.25 45.75 0.060 0.200 0.740 0.030 17.000 4.500 0.500 
93.25 48.75 0.180 0.120 0.700 0.004 11.000 7.300 0.992 
-98.25 24.25 0.530 0.240 0.230 0.012 12.000 6.800 0.445 
68.25 27.75 0.170 0.270 0.560 0.004 9.000 8.000 0.458 
-13.75 21.25 0.130 0.190 0.680 0.006 11.000 6.500 0.475 
-79.75 36.75 0.220 0.190 0.590 0.008 11.000 5.100 0.800 
88.75 23.75 0.380 0.250 0.370 0.011 9.000 7.200 0.485 
117.25 72.75 0.400 0.350 0.250 0.384 15.000 5.900 0.475 
57.25 43.25 0.290 0.330 0.380 0.005 10.000 8.200 0.522 
47.25 11.25 0.193 0.267 0.541 0.006 10.138 7.834 0.405 
121.75 -2.75 0.500 0.190 0.310 0.028 16.000 4.900 0.455 
-2.75 19.25 0.060 0.060 0.880 0.002 12.000 5.900 0.416 
-56.25 -16.25 0.180 0.260 0.560 0.008 10.000 5.700 0.284 
99.75 54.75 0.100 0.400 0.500 0.011 11.000 5.500 0.568 
100.75 61.75 0.210 0.420 0.370 0.017 14.000 5.100 0.600 
-60.25 54.25 0.060 0.200 0.740 0.030 17.000 4.500 0.500 
170.25 -45.25 0.240 0.310 0.450 0.010 11.000 6.600 0.453 
90.75 69.75 0.200 0.480 0.320 0.031 17.000 6.300 0.316 
17.75 42.75 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-114.25 59.75 0.290 0.300 0.410 0.010 11.000 6.200 0.600 
131.25 -22.75 0.060 0.050 0.890 0.004 13.000 5.600 0.370 
114.75 56.25 0.270 0.300 0.430 0.014 11.000 7.600 0.347 
73.25 18.75 0.280 0.200 0.520 0.008 10.000 6.200 0.526 
14.25 18.75 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
-13.75 19.25 0.050 0.060 0.890 0.004 11.000 6.400 0.478 
-101.75 20.75 0.090 0.320 0.590 0.031 11.000 5.900 0.396 
130.25 -27.75 0.170 0.240 0.590 0.010 13.000 5.200 0.645 
3.25 47.25 0.230 0.270 0.500 0.008 11.000 6.200 0.309 
15.75 25.25 0.170 0.270 0.560 0.004 9.000 8.000 0.766 
126.75 -20.25 0.060 0.050 0.890 0.004 13.000 5.600 0.382 
-72.25 -4.75 0.350 0.110 0.540 0.010 13.000 4.500 0.388 
-73.75 -15.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
38.25 -3.25 0.190 0.160 0.650 0.007 12.000 6.200 0.800 
-70.75 65.75 0.080 0.370 0.550 0.020 11.000 5.900 0.620 
159.25 55.75 0.090 0.320 0.590 0.031 11.000 5.900 0.332 
119.75 -31.75 0.260 0.250 0.490 0.007 11.000 7.800 0.302 
0.25 47.25 0.240 0.310 0.450 0.010 11.000 6.600 0.370 
22.25 40.75 0.270 0.240 0.490 0.008 10.000 6.400 0.346 
2.25 19.75 0.130 0.190 0.680 0.006 11.000 6.500 0.500 
85.25 49.75 0.270 0.300 0.430 0.014 11.000 7.600 0.421 
19.25 49.75 0.240 0.330 0.430 0.014 12.000 5.100 0.421 
39.25 47.25 0.300 0.370 0.330 0.018 11.000 7.000 0.537 
4.25 28.75 0.170 0.270 0.560 0.004 9.000 8.000 0.329 
72.75 32.75 0.230 0.280 0.490 0.007 10.000 8.000 0.435 
-100.25 72.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
-82.75 50.75 0.410 0.330 0.260 0.307 21.000 4.400 0.800 
-81.25 28.25 0.050 0.150 0.800 0.018 19.000 4.700 0.522 
-128.25 56.75 0.240 0.330 0.430 0.014 12.000 5.100 0.446 
144.75 75.25 0.200 0.480 0.320 0.031 17.000 6.300 0.700 
94.25 21.25 0.320 0.210 0.470 0.009 10.000 4.900 0.438 
17.75 60.25 0.240 0.310 0.450 0.010 11.000 6.600 0.485 
31.75 9.75 0.530 0.240 0.230 0.012 12.000 6.800 0.399 
70.75 59.75 0.140 0.480 0.380 0.018 12.000 5.000 0.484 
-106.75 56.75 0.060 0.200 0.740 0.030 17.000 4.500 0.600 
144.25 -4.75 0.240 0.330 0.430 0.014 12.000 5.100 0.393 
-71.25 -42.25 0.240 0.310 0.450 0.010 11.000 6.600 0.585 
-71.75 79.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
16.75 -9.75 0.350 0.110 0.540 0.010 13.000 4.500 0.436 
-56.75 -14.25 0.060 0.050 0.890 0.004 13.000 5.600 0.480 
-8.25 28.25 0.180 0.280 0.540 0.004 14.000 8.100 0.672 
-115.75 33.75 0.180 0.200 0.620 0.004 12.000 7.900 0.576 
34.75 18.25 0.170 0.270 0.560 0.004 9.000 8.000 0.361 
-90.75 53.75 0.290 0.300 0.410 0.010 11.000 6.200 0.557 
111.25 21.75 0.260 0.190 0.550 0.009 13.000 5.300 0.464 
31.25 -9.75 0.390 0.170 0.440 0.013 12.000 4.900 0.444 
-53.75 81.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
135.25 48.75 0.230 0.320 0.450 0.009 11.000 7.000 0.428 
-100.75 52.75 0.410 0.330 0.260 0.307 21.000 4.400 0.700 
19.75 -29.75 0.280 0.310 0.410 0.006 11.000 7.800 0.444 
115.75 4.75 0.220 0.190 0.590 0.008 11.000 5.100 0.462 
15.25 40.25 0.240 0.310 0.450 0.010 11.000 6.600 0.478 
106.25 50.25 0.320 0.400 0.280 0.014 10.000 7.400 0.542 
-79.75 41.25 0.240 0.330 0.430 0.014 12.000 5.100 0.517 
84.25 52.25 0.280 0.480 0.240 0.022 11.000 7.000 0.859 
27.25 5.75 0.390 0.170 0.440 0.013 12.000 4.900 0.390 
-125.25 59.75 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
-141.25 65.75 0.320 0.300 0.380 0.014 11.000 4.900 0.500 
100.75 -1.25 0.360 0.250 0.390 0.022 13.000 5.000 0.289 
165.75 63.75 0.210 0.420 0.370 0.017 14.000 5.100 0.346 
174.25 69.75 0.200 0.480 0.320 0.031 17.000 6.300 0.472 
-5.25 36.25 0.540 0.290 0.170 0.008 11.000 7.900 0.469 
-86.25 30.25 0.174 0.180 0.645 0.020 15.485 5.072 0.493 
36.75 35.25 0.270 0.240 0.490 0.008 10.000 6.400 0.403 
119.75 48.75 0.320 0.400 0.280 0.014 10.000 7.400 0.401 
-111.75 47.75 0.230 0.400 0.370 0.013 9.000 7.200 0.680 
-52.25 -1.75 0.320 0.300 0.380 0.014 11.000 4.900 0.305 
142.75 -25.25 0.540 0.290 0.170 0.008 11.000 7.900 0.463 
-1.75 24.25 0.060 0.060 0.880 0.002 12.000 5.900 0.424 
-65.75 8.75 0.220 0.190 0.590 0.008 11.000 5.100 0.604 
-100.25 60.75 0.240 0.330 0.430 0.014 12.000 5.100 0.700 
44.25 46.75 0.230 0.400 0.370 0.013 9.000 7.200 0.495 
-73.75 -51.25 0.270 0.300 0.430 0.014 11.000 7.600 0.363 
17.25 59.25 0.240 0.310 0.450 0.010 11.000 6.600 0.481 
-81.75 81.25 0.112 0.387 0.501 0.020 11.000 6.075 0.951 
70.75 24.25 0.310 0.330 0.360 0.004 12.000 8.700 0.444 
-108.75 45.75 0.190 0.260 0.550 0.007 10.000 7.900 0.462 
111.25 2.25 0.410 0.330 0.260 0.307 21.000 4.400 0.500 
68.75 76.25 0.264 0.322 0.414 0.026 11.783 7.393 0.379 
-52.75 -30.25 0.370 0.240 0.390 0.010 10.000 5.490 0.533 
98.25 8.25 0.231 0.198 0.571 0.009 11.019 5.142 0.481 
-60.25 50.25 0.060 0.200 0.740 0.030 17.000 4.500 0.605 
29.75 -25.25 0.540 0.290 0.170 0.008 11.000 7.900 0.467 
-0.75 44.25 0.040 0.100 0.860 0.033 23.000 4.400 0.500 
84.75 55.25 0.280 0.480 0.240 0.022 11.000 7.000 0.722 
-71.25 51.25 0.060 0.200 0.740 0.030 17.000 4.500 0.850 
13.25 2.25 0.390 0.170 0.440 0.013 12.000 4.900 0.605 
83.75 23.25 0.270 0.240 0.490 0.008 10.000 6.400 0.409 
122.25 48.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-89.75 18.25 0.220 0.320 0.460 0.016 10.000 7.200 0.385 
-145.25 68.25 0.200 0.480 0.320 0.031 17.000 6.300 0.440 
-73.25 64.25 0.080 0.370 0.550 0.020 11.000 5.900 0.599 
-102.75 75.75 0.080 0.370 0.550 0.020 11.000 5.900 0.500 
-133.75 67.75 0.080 0.370 0.550 0.020 11.000 5.900 0.601 
117.75 -27.25 0.170 0.270 0.560 0.004 9.000 8.000 0.569 
90.25 54.75 0.210 0.320 0.470 0.019 11.000 7.300 0.700 
107.25 63.75 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
87.75 22.25 0.290 0.300 0.410 0.010 11.000 6.200 0.377 
32.75 54.25 0.100 0.400 0.500 0.011 11.000 5.500 0.903 
72.75 23.75 0.240 0.310 0.450 0.010 11.000 6.600 0.493 
26.75 56.25 0.100 0.400 0.500 0.011 11.000 5.500 0.673 
-72.75 58.25 0.270 0.300 0.430 0.014 11.000 7.600 1.000 
126.25 49.25 0.320 0.330 0.350 0.018 11.000 6.400 0.407 
15.25 -26.25 0.060 0.060 0.880 0.002 12.000 5.900 0.454 
49.75 57.25 0.200 0.220 0.580 0.008 11.000 6.200 0.467 
65.25 66.25 0.320 0.300 0.380 0.014 11.000 4.900 0.463 
8.75 6.25 0.280 0.200 0.520 0.008 10.000 6.200 0.320 
46.75 9.75 0.280 0.310 0.410 0.006 11.000 7.800 0.525 
107.25 14.25 0.220 0.190 0.590 0.008 11.000 5.100 0.700 
128.75 61.75 0.210 0.420 0.370 0.017 14.000 5.100 0.645 
68.75 39.25 0.270 0.300 0.430 0.014 11.000 7.600 0.539 
23.75 -9.25 0.390 0.170 0.440 0.013 12.000 4.900 0.538 
157.25 52.75 0.250 0.440 0.310 0.052 12.000 6.000 0.510 
-58.25 51.25 0.130 0.234 0.636 0.025 14.991 5.537 0.525 
-49.75 81.75 0.091 0.362 0.547 0.020 10.979 6.030 0.967 
-54.25 -4.75 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
22.25 31.75 0.180 0.280 0.540 0.004 14.000 8.100 0.449 
31.25 17.25 0.170 0.270 0.560 0.004 9.000 8.000 0.540 
-79.75 -0.75 0.370 0.240 0.390 0.010 10.000 5.490 0.472 
147.25 64.25 0.270 0.300 0.430 0.014 11.000 7.600 0.356 
